author,text,markah_penuh,markah_struktur,markah_rentak,markah_rima
Yang Mulia Raja M. Amin,"Membeli selaseh bersame berangan,
selaseh dijemur di tepi perigi;
Terime kaseh atas kunjungan,
panjang umur berjumpe lagi.",25.0,5,9,10
CG Karmin Abbas ,"Datang kami hendak memanjat,
pohon yang kiri pohon kweni;
Datang kami membawa hajat,
Pinang putri di taman ini.",25.0,5,10,10
Hj Sulaiman Ahmad,"Buah cempedak di atas dahan,
gugur sebiji menghempap kambing;
kalau cakap perlahan-lahan,
biar senang kita berunding.",23.0,5,10,6
CG Karmin Abbas ,"Saratnya bija dalam perahu,
hendak taburkan di hujung desa;
Sosok sahaja sudah ku tahu,
Gerangan bukan orang biasa.",25.0,5,10,10
Warga Emas Pertapis,"Nenek menganyam tudung saji,
cucu pula menonton wayang;
Kalau kita rajin mengaji,
besar nanti senang sembahyang.",23.0,5,10,8
Warga Emas Pertapis,"Nenek menganyam tudung saji,
cucu membuat layang-layang;
Kalau kita malas mengaji,
besar nanti susah sembahyang.",23.0,5,10,8
CG Karmin Abbas ,"Memilin rami batangan padi, ,
ukas dan remis jala serawan;
Hidangan mi putih Hari Jadi,
Hujan gerimis menjadi kawan.",25.0,5,10,10
CG Karmin Abbas ,"Berelau-relau melebur timah,
Ditempa luk-luk beralat jari,
Berkilau-kilau memancar hikmah,
jajahan takluk alam bahari.",25.0,5,10,10
Warga Emas Pertapis,"Di tepi bukit ada kali,
bersama-sama bawa parang;
Kuih bangkit buatan asli,
sudah lama digemar orang.",25.0,5,10,10
Warga Emas Pertapis,"Rumah kecil bertiang bakau,
nibung pula tiang di tengah;
Berjam-jam asyik urut pakau,
tangung jawab di lengah-lengah.",24.0,5,10,8
Hj. Sulaiman Ahmad,"Bersikat rambut menghadap cermin,
mari dibasuh di waktu petang;
Jikalau makan kurang vitamin,
segala penyakit lekas datang.",24.0,5,10,8
Hj. Sulaiman Ahmad,"Hisap rokok tembakau Nyonya,
lepas hisap tak sedap rasa;
Kalau hidup tidak berpunya,
janganlah lekas putus asa.",23.0,5,10,8
Warga Emas Pertapis,"Ikat mengkuang ketat-ketat,
tambat sampan dekat muara;
Masa tak buang rajin mencatat,
baru mempan jadi juara.",25.0,5,9,10
Warga Emas Pertapis,"Masuk belukar cari mengkuang,
mengkuang pandan berumpun-rumpun;
masa sukar tiada yang luang,
memanglah padan meminta ampun.

",25.0,5,10,10
CG Karmin Abbas ,"Hitam sakti bersampin tabur,
rebung jati beremas raya;
Jaga hati janganlah takabbur,
menjunjung pati seri budaya.",25.0,5,10,10
CG Karmin Abbas,"Landai bukan sebarang landai,
sungguh landai di Telok Langka;
kedainya bukan sebarang kedai,
ini e-kedai pantun pusaka.",25.0,5,10,10
CG Karmin Abbas,"Kalau patah sayap nan lama,
sibu-sibu henti berlegar ;
Kalau mentah lagilah atma,
bagai sumbu belum terbakar.",25.0,5,10,8
CG Karmin Abbas ,"Ikan selikur ikan cencaru,
berbeza nama sama ikannya;
Cepat bersyukur kala terharu,
berlama-lama dalam sujudnya.",25.0,5,10,10
CG Karmin Abbas,"Bukan ukas antara ukas,
tumbuh ukas menjadi karang;
Bukan nak lekas sebarang lekas,
nak lamar lekas anaknya orang.",25.0,5,10,10
Haji Sulaiman Ahmad,"Sungguh enak santan kelapa,
masaknya gulai ikan parang;
Cantik manis anak siapa,
waktu petang jalan seorang.",24.0,5,10,8
CG Karmin Abbas,"Menebang-nebang pandan berduri,
mengkuang juga disebut orang;
Imbang-imbang ku buang iri,
hati lega merapat jurang.",25.0,5,10,10
CG Karmin Abbas,"Satu di darat satu di laut,
di pasar nelayan terjumpa pula;
berpegang erat hati terpaut,
sambil melayan sepenuh rela.",25.0,5,9,10
CG Karmin Abbas,"Buah bacang kuat harumnya,
buah kweni lagilah merbak;
Naik tocang lewat batasnya,
bagai di sini kena tombak.",25.0,5,10,10
Warga Emas Pertapis,"Cuil tempoyak di atas kapal,
air dituang air ditaja;
Kalau koyak kenalah tampal,
jangan buang begitu saja.",25.0,5,10,10
CG Karmin Abbas ,"Layarnya tua berbebat-bebat,
bukan Feringgi Bugis melelang;
Mohon doa para sahabat,
selamat pergi selamat pulang.",25.0,5,9,10
CG Karmin Abbas,"Perth City tiada tolok ganti,
duit genap akan bersua;
Esok lusa kembali pasti,
hendak inap seminggu dua.",25.0,5,10,9
CG Karmin Abbas,"Pelam kuini manis rasanya,
di belah-belah buat tetamu;
Kalamku ini ikhlas niatnya,
awal Bismillah akhir berilmu.",25.0,5,10,10
CG Karmin Abbas,"Kalau bermukim pinggir muara,
nampak perahu berbinar-binar;
Intelek mustakim perangkat cara,
setelah tahu diri sebenar.",25.0,5,9,10
Warga Emas Pertapis,"Buah kundang bijinya ungu,
diperam orang buat jeruk;
Ramai orang berlagak dungu,
aksi bagai seekor beruk.",23.0,5,10,8
Warga Emas Pertapis,"Buah binjai kelat rasanya,
dibuat sambal sangat enak;
Duhai aduhai lebih sayangnya,
kasihnya ibu terhadap anak.",24.0,5,10,8
Ayahanda Sulaiman Ahmad,"Dua tiga kucing berlari,
tidak makan perutnya kempis;
Saya gembira Cikgu  datang ke mari,
Mengajar pantun Ayah Bonda Pertapis.",24.0,5,10,8
Ayahanda Sulaiman Ahmad,"Pucuk pauh tumbuhnya di batang,
dahan condong ke pokok kelapa;
dari jauh Cikguku datang,
Tulus ikhlas tidak terlupa.",25.0,5,10,9
Warga Emas Pertapis,"Mentari merah andai masa,
nampak rata atas airan;
kerap berserah pada Yang Esa,
kelak kita mendapat ganjaran.",25.0,5,10,10
Warga Emas Pertapis,"Ikan kelisa burung terkukur,
di banir redup menyimpan tongkat;
Setiap masa kita bersyukur,
supaya hidup melimpah berkat.",25.0,5,10,10
Syamsul Aysraf Ismail,"Jual kelupis di pasar sinsuran,
Beli empat untuk cik anis,
Berani tepis segala cabaran,
Janji dapat si gadis manis.",23.0,5,8,10
Rainah binti Kasi,"Melati berbunga mengharum titi
Di tamanlah bunga bermekar ria
Indahnya berbunga di pagi hati
Hati berbunga, jiwa pun ceria",25.0,5,10,10
Norsalam binti Awang Sulaiman,"Pak cik Lah memanah di sawah Rasa;
Merindui zaman dahulu kala;
Bertani padi dengan hati rasa,
Warisan moyang zaman purbakala.",23.0,5,10,8
Ayahanada Sulaiman Ahmad,"Encik Muhammad membeli tairu,
Tairu dihantar rumah Cik wati;
Saya hormati semua guru,
Mengajar murid ikhlas di hati.",24.0,5,10,8
Pantun Lama,"Pulau Pandan jauh ke tengah,
Gunung daik bercabang tiga;
Hancur badan dikandung tanah,
budi baik dikenang juga",25.0,5,10,8
Ayahanda Sulaiman Ahmad,"Di waktu malam bulan mengambang,
air laut tidak bergelombang;
Jikalau adik sayangkan abang,
terimalah nasihat jangan bimbang.",23.0,5,9,8
Ayahanda Sulaiman Ahmad,"Naik kolek mudiklah ke hulu,
bawak setangkai bunga kemboja;
Kalau adik nak pergi dahulu,
janganlah tunggu sampai ke senja.",24.0,5,10,8
Warga Emas Pertapis,"Bungkus ubi taburlah ragi,
Peram sepenuh kasih-sayang;
Orang sabar tidaklah rugi,
bagai anjing dengan bebayang.",25.0,5,10,8
Warga Emas Pertapis,"Sudah semai elok dibaja,
kuning masak tuailah padi;
Jikalau kita tekun bekerja,
apapun niat akan menjadi.",24.0,5,10,8
Dewi sartika lubis,"Di tepi kali saya menyinggah,
menghilang penat menahan jerat;
Orang nan tua janganlah disanggah,
agar selamat dunia akhirat.",23.0,5,10,8
Reva Rahayu ,"Ikan kakap ikan kerapu,
Masak digulai sedap sangat,
Macam mana hati tak tersipu,
Melihat abang ganteng lah sangat.
",23.0,5,10,8
Yono Jaya,"Jikalau bukan karena tinta,
buat apa ku gubah puisi;
Jikalau bukan karena cinta,
mengapa aku ada disini.",24.0,5,10,8
Tuhawiyur Rohmana,"Jikalau puan hendak berlayar,
Janganlah lupa siapkan bekal;
Jikalau puan rajin belajar,
Sudahlah pasti puan berakal.",23.0,5,10,7
CG Karmin bin Abbas,"Di atas pinggan ada cawan,
Di dalam cawan ada kopi;
Berbaik-baik kepada kawan,
Diminta tolong tiada tapi.",23.0,5,10,8
Warga Emas Pertapis,"Nampak budak memakai payung,
Ketika makan kencang kunyahnya;
Kalau tidak pecahkan ruyung,
Tidak akan dapat sagunya.",24.0,5,9,10
Warga Emas Pertapis,"Cuaca redup ke rumah ibadat,
Berhati-hati jangan karenah;
Semasa hidup dikandung adat,
Setelah mati dikandung tanah.",24.0,5,9,10
Warga Emas Pertapis,"Kalau pangan pilih yang enak,
Makan dengan santan kelapa;
Kecil jangan disangka anak,
Besar jangan disangka bapa.",25.0,5,10,10
Warga Emas Pertapis,"Ada orang menggali rebung,
sayang parang terkena batang;
Kerja baik bersambung-sambung,
kerja jahat mesti ditentang.",23.0,5,10,8
Warga Emas Pertapis,"Hendak tanam tanam selasih,
tumbuh tunas air dijirus;
Kami ucapkan terima kasih,
dengan hati setulus-tulus.",23.0,5,9,6
Warga Emas Pertapis,"Paku-pakis tumbuh melata,
rumpun bambu di tepi kali;
Kalau sungguh bagai dikata,
mati kita hanya sekali.",23.0,5,10,8
Warga Emas Pertapis,"Berumah kecil rumah di pekan,
Dibentang suri tikar mengkuang;
Sudah kenyang setelah makan,
Barang lebih jangan dibuang.",24.0,5,10,8
Warga Emas Pertapis,"Ambil angin atas jembatan,
Sambil duduk di ambin Kayu;
Mengarang pantun secara spontan,
nyanyikan pula mendayu-dayu.",24.0,5,10,8
Kamsani Bin Bedan,"Baik-baik mengail tenggiri,
Jangan terkena Si Ikan Parang;
Baik-baik menjaga diri,
Jangan lena ditipu orang.",25.0,5,10,10
Sulaiman Bin Ahmad,"Perahu pecah terus tenggelam,
Naik rakit ke rumah Cik Siti;
Jangan berkhayal ke tengah malam,
Kalaulah sakit susah sendiri.",23.0,5,10,6
Warga Emas Pertapis,"Naik perahu tuju pulau,
Matahari condong di barat;
Eloklah mata jangan melilau,
Dibilas cikgu berbirat-birat.",24.0,5,10,8
CG Karmin Abbas ,"Kuih koci dibungkus daun,
daun pisang disalai dulu;
Cinta suci bertahun-tahun,
tetap pasang hilir ke hulu.",25.0,5,10,8
Warga Emas Pertapis,"Buah kuini si buah Nangka,
Di tepi jalan di jual baba;
Hadiah ini tak disangka,
Bagai bulan jatuh ke riba.",25.0,5,10,10
Warga Emas Pertapis,"Elok terbuka berbiji saga,
Diambil Budak banyak di bawah;
Air muka patut dijaga,
agar tidak hilang maruah.",23.0,5,10,8
Warga Emas Pertapis,"Sama-sama kita mendaki,
Turun hujan kita pun tadah;
Kalau berjalan peliharakan kaki, 
Kalau berkata peliharakan lidah.",23.0,5,10,8
Warga Emas Pertapis,"Hendak tangkap ikan tembakul,
Sampai paya dikejar anjing;
Kalau berat sama dipikul,
kalau ringan sama dijinjing.",23.0,5,10,8
Warga Emas Pertapis,"Pergi kebun memetik bayam,
Tumbuh lebat batasnya teguh;
Hangat-hangat tahinya ayam,
buat kerja tak sungguh-sungguh.",23.0,5,10,8
Warga Emas Pertapis,"Dalam semak berular tedung,
Jangan lupa membawa parang;
Bagai lembu dicucuk hidung,
Turut sahaja cakap orang.",24.0,5,10,8
CG Karmin Abbas ,"Kail haruan di tasik langka,
pancingku patah jauh di hulu;
Pergimu Tuan tinggalkan duka,
duka bertatah kenangan lalu.",25.0,5,10,10
Ayahanda Sulaiman Ahmad ,"Tumbuh subur pohon keladi,
tuai padi di tengah sawah;
Jikalau hidup tidak berbudi,
Bagai pohon yang tidak berbuah.",23.0,5,10,6
Ayahanda Sulaiman Ahmad ,"Nasi lemak sayur keladi,
Pergi ke sungai memungut kerang;
Sudah banyak menabur budi,
Mercedes juga dipandang orang.",23.0,5,8,8
Ayahanda Sulaiman Ahmad ,"Tidur malam berselimut gebar,
Mentari petang condong ke barat;
Hidup kita banyak-banyak bersabar,
Supaya sempurna dunia akhirat.",23.0,5,9,8
CG Karmin Abbas ,"Mayang Sari berbunga lagi,
lapan kaki harumnya dekat;
Semakin memberi bertambah lagi,
itulah rezeki jikalau berkat.
",25.0,5,10,10
CG Karmin Abbas,"Dua dokoh bercengkok-cengkok,
hiasan pangkin Pasar Larkin;
Dua tokoh jikalau bersongkok,
benua mangkin dunia mungkin.",25.0,5,10,10
Awang Abdul Muizz bin Awang Marusin,"Kicap bukan sebarang kicap,
Kicap tangan dibawa rehlah;
Ucap bukan sebarang ucap,
Ucap dengan kalimah Allah.",25.0,5,10,10
Adinda,"MAIN GITAR SAMBIL BERNYANYI
DENGAR SUARA SANG PENYANYI
JIKA HIDUP TERASA SUNYI
JANGAN PERNAH UNTUK SEMBUNYI",23.0,5,10,8
Salman Fauzan Siahaan,"Pulau sumatra pulau melayu
Kalau tamasya jangan gabeli
Di sumatera ada melayu
Tentu saja itu melayu deli",23.0,5,9,9
Fitri Nurhani,"Bila rotan berakar sebatang
Dipasang rotan dengan melintang
Bicara spontan tandanya menentang
Itu kesempatan bagi pembentang",25.0,5,10,10
Fitri Nurhani,"Jika rotan berakar sebatang
dipasang rotan dengan melintang
Bicara spontan tanda menentang
Tanda  resatan akhir pembentang",25.0,5,10,10
Nurainun Pasaribu,"Terbang semampai si burung camar
Tiba-tiba masuk ke dalam kamar
Jangan sampai  lingkungan tercemar
Masa depan kan terasa samar",23.0,5,9,9
Fitri Nurhani,"Jikalau ikan di atas papan
Untuk dimakan di dasar sampan
Mari lestarikan budaya sopan
Agar kehidupkan punya resapan",25.0,5,10,10
Sirlie Lupita,"setiap hari semakin indah
Apa lagi kalau bukan malam
Sempurna hari sebab ibadah
Wajib lagi pelihara alam
",25.0,5,10,10
CG KARMIN ABBAS ,"Bendang padi nampaknya permai,
ada musafir bawa pundi,
Quran jadi bacaan ramai;
atheis, kafir juga yahudi.",25.0,5,10,10
CG Karmin Abbas ,"Bromo terindah selepas subuh,
Naik mentari dataran luas;
Termasyhur sudah apa diheboh?
Tinggal sehari rasa tak puas.",24.0,5,10,8
CG Karmin Abbas ,"Pasar Blauran di Surabaya,
Memang enak makan Es Dawet,
Tidaklah heran sungguh bergaya;
Suara lunak wajahnya awet.",25.0,5,10,10
Tn. Hj. Mohamad,"Pergi ke pasar dengan Pak Sabtu,
Membeli gula dan gula batu,
Ramai Melayu kepala batu,
Sebab suka makan jambu batu.",23.0,5,10,8
AHMAD,"TANAM TEMBAKAU TIDAK BERPAGAR
HIJAU PANDANGAN DI HUJUNG MUARA
SIAKAP BAKAU ISINYA SEGAR
DIBUAT HIDANGAN MENGGUGAH SELERA",23.0,5,8,10
AHMAD,"CANTIK MEMUKAU BIRU AIRNYA
DI TAMBAK JOHOR TEMPAT BERSANTAI
KETAM BAKAU ENAK RASANYA
JUADAH TERSOHOR PESISIR PANTAI",24.0,5,9,10
Azman Ari,"Sondol bukan sebarang sondol,
Sondol depan berhadap-hadap;
Cendol bukan sebarang cendol 
Cendol dimakan paling sedap.",24.0,5,10,9
CG Karmin Abbas,"Menjerat puyuh bukan sekali,
di tepi huma bukan sedikit,
Dapat kayuh basikal kembali,
sekian lamaÂ merawatÂ sakit.",25.0,5,10,10
CG Karmin Abbas,"Hendak bungkus, bungkuslah keria,
kenapa balut yang lain-lain;
Kisah tikus dengan manusia,
punca terkejut bukanlah main.",24.0,5,10,9
Cikgu Rosli Ahmad,"Di Kampong Pasiran dan daerah Yung An,
Macam Bukit Batok atau Kampong Jawa;
Bukannya sindiran ataupun celaan,
Hanya bahan untuk usik-usik jiwa.",24.0,5,10,9
Cikgu Rosli Ahmad,"Dulu di Seranggong tempat ternak angsa,
Serta bela beruk pemetik kelapa;
Janganlah tersinggung dan menjeruk rasa,
Hati yang terjeruk membawa nestapa.",24.0,5,10,9
Cikgu Rosli Ahmad,"Dari Kampong Delta menuju Tekka,
Sampai Kampong Kapor ke Tasek Utara;
Milik bangsa kita pantun jenaka,
Sebagai pelipur hati yang lara.",23.0,5,9,9
Cikgu Rosli Ahmad,"Dari Alexandra menuju Sentosa,
Dari Pulau Brani tuju Mata Ikan;
Rakan senegara pencinta bahasa,
Terimalah ini yang saya sajikan.",25.0,5,10,10
Cikgu Rosli ahmad,"Dari Alexandra menuju Sentosa,
Dari Pulau Brani tuju Mata Ikan;
Rakan senegara pencinta bahasa,
Terimalah ini yang saya sajikan.",25.0,5,10,10
Cikgu Rosli Ahmad,"Dari Alexandra menuju Sentosa,
Dari Pulau Brani tuju Mata Ikan;
Kalau saudara kawan luarbiasa,
Mengapa pantun ini  saya tujukan.
",25.0,5,10,9
CG Karmin Abbas,"Belimbing rendah kita topangkan,
renek sebantun di bawah palang;
Juara sudah kita nobatkan,
martabat pantun sudah dijulang.",25.0,5,10,10
Ahmad Hafizd,"Pasang denak memikat kancil
Dirumpun pegaga tepian taman
Sudah ku jinak sedari kecil
Harimau dan naga manja berteman",23.0,5,8,10
Azrizal Dendang Bertuah,"Beriring balam dengan merbah,
merbah kami di pohon buluh;
Seiring salam dengan sembah,
sembah kami jari sepuluh.",25.0,5,10,10
Panglima allah,"Ku ganggang keris bermandi limau,
sirih berlipat di kanan kiri;
naga di belakang di depan rimau,
dengan makrifat kuhilangkan diri.",24.0,5,10,8
CG Karmin Abbas,"Koleh kacang bertaik minyak,
nan jeladan mirip warnanya;
Orang bujang pilihan banyak;
Kena padan dengan taqwanya.",25.0,5,10,9
CG karmin Abbas,"Sepekan dua menengok lahan,
hendak menyisih hiruk kotanya;
Lelaki tua punya pilihan,
berkongsi kasih baik tandanya.",25.0,5,10,10
CG Karmin Abbas,"Beriam-riam air terisi,
Budak berkiam mengail patin;
Sediam-diam ubi berisi,
sediam-diam tua prihatin.",25.0,5,10,10
CG Karmin Abbas,"Intinya manis buah Melaka,
sayang popia hamba lurutkan;
Buang nona manis buang serimuka,
kerana keria lah hamba turutkan.",25.0,5,10,10
Azrizal Dendang Bertuah,"Pergi berakit layarnya sangkut,
arah ke Burma nahodanya Aril;
Hati sedikit agaklah takut,
restoran bernama malaikat Jibril.",23.0,5,8,10
CG Karmin Abbas ,"Mudik muara diapit manggar,
Jali-jali direndam 'nak dara;
Hangat selera hidangan segar,
kuliner asli se nusantara.",25.0,5,10,10
CG karmin Abbas,"Anak ikan digulai ibunda,
gulai kerapu lemak berlada;
Cepat maafkan jangan bertunda,
usah tertipu usia muda.",25.0,5,10,10
CG Karmin Abbas,"Menebang jati sepohon dua,
di perdu ara orang berehat;
syarat mati bukannya tua,
tidak kira gering ke sihat.",25.0,5,10,10
CG karmin Abbas,"Mengais lokan cari pedada,
berdebur-debur di paya gembur;
Cepat maafkan jangan bertunda,
menuju kubur tiada libur.",25.0,5,10,10
CG karmin Abbas,"Dari langkan meninjau kuda,
kuda sakti ekornya jungkit;
Cepat maafkan tanpa tunda,
syarat mati bukannya sakit.",25.0,5,10,10
Abdul Malek,"Anak ketam jalan bertatih
Anak kuda lari ke gua
Rambutnya hitam janggutnya putih
Masihkah muda atau dah tua?",25.0,5,10,10
Abdul Malek ,"Berbahasa itu adalah berbudi 
Pekerti mulia dibawa ke mati 
Segala urusan lancar menjadi 
Dilakukan dengan seikhlas hati ",23.0,5,10,8
Zuraimi,"Permata indah hias selendang,

Tersenyum lebar gadis Sedeli;

Tatkala wajah girang dipandang,

Mengapa debar datang kembali?",24.0,5,10,9
Annas Mahmud,"Bagai permata tiada gundah,
Kejora kemas cantik tertayang;
Dengan kekata kuukir indah,
Takkanlah lemas kasih dan sayang.",25.0,5,10,10
Annas Mahmud,"Pabila kaduk naiki junjung,
Kelak terpatah terhapus juga;
Kiranya duduk tinggi disanjung,
Riyak bertitah harus berjaga.",25.0,5,10,10
Aisyah Lyana,"Di mana tapak menginjak bumi,
Langit dijunjung di situ juga;
Ikutlah corak tanah didiami,
Di lain tanjung adab dijaga.",24.0,5,10,9
Annas,"Andainya tikus baiki labu,
Semakin lama bertambah rosak;
Kiranya rakus takluki kalbu,
Membikin sukma rebah dan sesak.",25.0,5,10,10
Annas,"Pohon talas dahan kepayang, 
Cantiknya mawar luar biasa;
Budi dibalas kasih dan sayang,
Takkanlah pudar ditelan masa. ",23.0,5,9,9
Annas,"Indah anggerik mekar menawan,
Tidaklah suram ikut cuaca;
Bijak bestari insan ilmuwan,
Kenal manikam bukanlah kaca. ",23.0,5,10,8
Aisyah Lyana,"Nyala pelita di waktu badai,
Minyak dilumas tidak setanding,
Nilai wanita jangan digadai,
Harta emas tiada berbanding.",25.0,5,10,10
Aisyah Lyana,"Izinkan bulan jenguk mentari,
Hanya bertemu waktu gerhana;
Rasa terkilan tidak terperi,
Rindukan kamu hati merana.",25.0,5,10,10
Farah Nur Zakiah Roslee,"Kasih diikat cincin suasa,
Lihatlah dara tersenyum ayu;
Sastera rakyat warisan bangsa,
Itulah dia pantun Melayu.
",23.0,5,10,8
Farah Nur Zakiah Roslee,"Tukang permata menjual sudah,
Intan manikam dibeli kanda;
Barisan kata tersusun indah,
Pemanis kalam, pengasah minda.
",24.0,5,10,9
MUHAMMAD RUSYAIDI BIN RAZHI ,"Mentari rembang di laut selatan,
Berlayar kelasi tuju ke selat,
Belia tunjang kesepaduan watan,
Penerus legasi Malaysia berdaulat.",24.0,5,10,9
Alang Tengah Biru Kundang,"Dedap merah mekar melayah
Batang perdu tetaplah kaku
Diharap usah terhindar payah
Merancang perlu ditelah liku",23.0,5,10,8
Hadijah A Samah,"Benih disemai tumbuhnya padi,
Hasilnya barang harta pusaka.
Hidup beramai biarlah berbudi,
Agar orang keliling pasti suka.",25.0,5,10,10
AHMAD HAFIZD HITAM,"RIMBUN BERANGAN MELINDUNG DUKU
DI TANAH RATA LEBAT BERBUAH
DI BAWAH NAUNGAN DULI TUAN KU
RUNDUK JELATA MENUMPANG TUAH",24.0,5,9,10
AHMAD HAFIZD HITAM,"CANTIK BERSERI UKIR BERSENI
CORAK SELASIH BERBUNGA MAYANG
KUKUH BERDIRI KELUARGA MADANI
TIANG NYA KASIH BUMBUNGNYA SAYANG
",24.0,5,9,10
CG Karmin Abbas,"Studio bukan sembarang studio,
sarana diguna artis terbilang;
Radio bukan sembarang radio,
stesenlah Warna bukanlah kepalang.",25.0,5,10,10
Zulfadhli (Jujul),"Si anak rusa, anak buaya
Jatuh terduduk kera di laman
Cintakan bahasa, sayangi budaya
Tidak lapuk ditelan zaman",23.0,5,9,9
Zulfadhli (Jujul),"Datang berkunjung duduk di anjung
Di atas kayu gugurnya dahlia
Bahasa disanjung, budaya dijunjung
Tidaklah melayu hilang di dunia",24.0,5,9,10
AHMAD HAFIZD HITAM,"CINCIN SUASA DATUK PENGGAWA
ILHAM JAUHARI DARI LAH LINGGI
SUBUR BAHASA DIRELUNG JIWA
BANGSA BESTARI BERILMU TINGGI
",25.0,5,10,10
AHMAD HAFIZD HITAM,"ANAK TERUNA TURUN MEMBAJAK
BERBEKAL AZIMAT WARISAN KERABAT
WALAU DIMANA KAKI MENGINJAK
BAHASA KERAMAT DI ANGKAT MARTABAT
",23.0,5,8,10
AHMAD HAFIZD HITAM,"GAGAH PERKASA TERUNA DESA
SAMA SRIKANDI MEMBANTING PADI
INDAH BAHASA CERMINAN BANGSA
HALUSNYA BUDI TUNJANG PERIBADI
",24.0,5,9,10
Zahairin Abd Rahman,"Kalaulah tidak kerana unggas,
Tidaklah rosak padi di sawah;
Kalau tidak kerana bertugas,
Tidaklah kita akan berpisah.",23.0,5,10,7
Rita,"Makanan di hantar si Ramu,
Sambil menonton drama perang,
Jaga adab serta akhlakmu, 
Jangan sampai mencela orang.",23.0,5,10,8
Firoze Ismail,"Masuk gelanggang si anak dara,
Langkah tersusun bersopan santun,
Awal bismillah pembuka bicara,
Kata disusun terukirlah pantun. ",24.0,5,10,9
Huzaifi M.A,"Keris Melaka berseni rekaan,
    Hulu berduri milik Andeta;
Anak merdeka jadi igauan,
    Mengelak diri tanpa sengketa.
",24.0,5,9,10
Huzaifi M.A,"Dermaga pusaka binaan megah,
    Bersalur gangsa tetap berguna;
Leluhur merdeka diasak gagah,
     Warisan nusa teguh terbina.",23.0,5,8,10
ROSIHA ABDUL RAZAK ,"Kalungan melati di taman selasih
Kalam tersurat di hujung laman
Kalungan budi junjungan kasih
Digenggam erat sepanjang zaman",23.0,5,9,9
ROSIHA ABDUL RAZAK ,"Hendak sagu ruyunglah sagu
Di tengah bendang perah keringat 
Hendak  lagu diberi lagu 
Dalam bendendang membina semangat  ",23.0,5,8,10
Mohd Maizon bin Waham ,"Buah padi di makan jelatik,
Sawah bendang di desa Gangsa,
Sungguhpun budi hanya setitik,
Akan kukenang sepanjang masa. ",23.0,5,9,9
Mohd Maizon bin Waham ,"Daun dedalu luruh di tangga,
Luruh bertimpa hingga ke anjung,
Kasih ibu bawa ke syurga,
Kasih bapa tiada penghujung. ",23.0,5,9,9
Mohd Maizon bin Waham ,"Lelah rasa memburu rusa,
Tampak mengkula berbuah lebat, 
Lirik dosa kanan pun dosa, 
Carilah pahala sujud bertaubat. 
",23.0,5,8,10
Yazid Hussein,"
Kata nista diluahkan jangan
jiwa raga tak terpalit arang;
bukan harta menjadi sanjungan
budi selalu dikenang orang.",24.0,5,10,9
Yazid Hussein,"
Menangkap bawal bersama duri
semakin lemas baru berhenti;
tiada dijual harga diri
walaupun emas ditawar ganti.
",24.0,5,10,9
Yazid Hussein,"Sungguh bersakti si pari-pari
bunuh gergasi depan bupati;
budi pekerti hiasan diri
menjadi paksi sehingga mati.",25.0,5,10,10
Awang Abdul Muizz bin Awang Marusin,"Sama-samalah berguru ajar,
Giat menulis alam dewata;
Sama-samalah kita belajar,
Tekun menulis untuk jelata.",25.0,5,10,10
Awang Abdul Muizz bin Awang Marusin,"Mari ke pagar memetik zaitun,
Makan terasi di pekan Gurun;
Mari Sepanggar kita berpantun,
Hidup tradisi turun-temurun.",25.0,5,10,10
NUR SHAHEEN IZAZI,"Idea kreatif penemuan baru
Malaysia madani jadi pemaju
Muda berinovatif ciptaan baru
Teknologi kini negara maju",25.0,5,10,10
Eva Alexandra D Egbert,"Bersikap jitu hendaklah diterap,
Kekal abadi keutuhan diri,
Keyakinan itu perlu diperap,
 Kelak menjadi kebiasaan diri",25.0,5,10,10
Faris Syazwan ,"Si pahlawan seni yakin berkata
Petah berbicara sangat berkuasa
Malaysia madani slogan dicipta
Agar negara maju sentiasa",25.0,5,10,10
Eva Alexandra D Egbert,"Cerita hikayat menjadi kisah,
Jadi tradisi untuk teladani,
Kreativiti rakyat perlu diasah,
Agar inovasi rakyat madani.",25.0,5,10,10
NURHIDAYAH BINTI AZLI,"Saling bermuara putera Melaka,
Sesudahlah diri hidup bersara;
Satu suara laungkan merdeka,
Tegarkan diri untukmu negara.",25.0,5,10,10
EVA ALEXANDRA D EGBERT,"Berdatang bertegak bermati matian
setia berkorban demi negara
berdirilah tegak penuh kepastian
setia berkorban walau sengsara",25.0,5,10,10
CHELSEA SELVIE CHARLES,"Merasa leka si budiman Atan,
Seorang petani telah bersara;
Laungan merdeka jadi sahutan,
Teguh madani harapan negara.",25.0,5,10,10
SHAZWANA SHAMSUDIN,"Pelbagai budaya, pelbagai bangsa,
hidup berbakti tidak sia-sia;
jadi pembudaya budi bahasa,
hormat-hormati amalan mulia.",25.0,5,10,10
IZWAN LO,"Daun yang diikat daun selasih,
Bawa berbesan menjadi senyuman,
Saling mengikat jalinan berkasih,
Menyebar ihsan mengukir pedoman.",25.0,5,10,10
SHARIFAH SYAHIRA,"Bunga di ribaan bunga raya,
Pahlawan mati, nama disanjung,
Kesejahteraan jadi budaya,
hormat-hormati selalu dijunjung.",25.0,5,10,10
NURHIDAYAH BINTI AZLI,"Mat Salleh beradu gah perkasa,
Berjuang dalam Bumiputera;
Bersatu padu tak kira bangsa,
Hidup dalam aman sejahtera.",25.0,5,10,10
